amostra_id;skill;split;classe;arquivo;texto_sha256;tipo;sinal;indice_detector;trecho;rotulo;justificativa
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);3;Danny descartou dois terços. Ela aperta o play.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);4;Um clique. O arquivo termina.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);5;Helena fecha os olhos. Ela tenta, mesmo assim.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);6;Não foi um acidente. Não foi negligência.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);7;Não foi negligência. É estrutural.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);8;Um clique. O arquivo termina.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmentos colados (≤4 palavras);9;O arquivo termina. O contador congela.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.fragmentos colados (≤4 palavras);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.staccato (frases curtas);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.clipe de negação curto;1;Não há porta.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.clipe de negação curto;2;Não foi negligência.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.clipe de negação curto;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.anáfora (frases coladas, mesmo início);1;Custa. / Custa mais do que custava.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.anáfora (frases coladas, mesmo início);2;Não foi um acidente. / Não foi negligência.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.anáfora (frases coladas, mesmo início);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.epigrama antitético;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);1;PREPARACAO.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);2;Uma pausa.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);3;Um clique.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);4;Está lendo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);5;Papel.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);6;Custa.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);7;Não há porta.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);8;Não foi negligência.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);9;É estrutural.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);10;Uma pausa.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);11;Ainda não.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);12;Um clique.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.fragmento de ênfase (Regra 4 ≤1–2);13;Sam Reyes.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.fragmento de ênfase (Regra 4 ≤1–2);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.fragmentos de ênfase COLADOS (Regra 4: nunca dois);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.pensamento em itálico (Regra 4 ≤2–3);1;seam;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.pensamento em itálico (Regra 4 ≤2–3);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;detectada;cadencia.pergunta retórica (Regra 4 ≤1–2);1;Aplica à mulher japonesa o mesmo teste que aplicou a Halsey, a Danny, a Merrill: existe vetor?;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-01;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-01.md;94b727a5d7bb4166de20ba3bd85ca79e43d241d183b96074c97747c6cb9fa92f;atestacao;cadencia.pergunta retórica (Regra 4 ≤1–2);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;gnomico;1;Um operador que retém material não é um operador.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;gnomico;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;personificacao;1;Era o que o chamavam quando precisavam chamá-lo de algo — o operador que catalogava, o que fazia a l;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;personificacao;2;Faltava só a mão que fechasse o arquivo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;personificacao;3;Faltava só a mão que fechasse o arquivo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;personificacao;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;1;E, no campo do assunto, onde deveria haver o nome de um velho de Woodbridge ou de uma viúva que ele riscaria n;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;2;E agora estava no campo do objeto, com uma causa provável já redigida embaixo, e uma hora de recolhimento que ;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;3;Reyland avaliava Cole como avaliava qualquer peça do aparato — pelo desempenho, não pelo apego — e trocava peç;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;4;Esticou o braço até o compartimento atrás do porta-luvas, o que ele mesmo forrara de feltro para o metal não t;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;5;Ele o guardara porque os ponteiros não tinham como mentir, e agora entendia, com o telefone frio no colo, o qu;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;6;Esticou o braço até o compartimento atrás do porta-luvas, o que ele mesmo forrara de feltro para o metal não t;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;sanfona;7;Ele o guardara porque os ponteiros não tinham como mentir, e agora entendia, com o telefone frio no colo, o qu;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;sanfona;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;metafora_elaborada;1;como sempre apontou. E a causa provável estava no molde que ele mesmo aprendera;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;metafora_elaborada;2;como quem carrega perguntas que tem medo de responder. O método que ele decorara;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;metafora_elaborada;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.fragmentos colados (≤4 palavras);1;O rascunho estava lá. Formato conhecido, campos conhecidos.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.fragmentos colados (≤4 palavras);2;Formato conhecido, campos conhecidos. Recolhimento agendado.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.fragmentos colados (≤4 palavras);3;*Curador.* Cole leu de novo.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.fragmentos colados (≤4 palavras);4;Cole leu de novo. A palavra não mudou.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.fragmentos colados (≤4 palavras);5;Fuga estava fechada. Moeda, também.;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;cadencia.fragmentos colados (≤4 palavras);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;cadencia.staccato (frases curtas);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;cadencia.clipe de negação curto;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.anáfora (frases coladas, mesmo início);1;Ele conhecia o lugar: sem vizinho para anotar placa, câmera do posto apagando a fita toda semana. / Ele escolh;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;detectada;cadencia.anáfora (frases coladas, mesmo início);2;Ele carregara aquelas duas folhas meses a fio sem abri-las — até agora. / Ele sempre soubera que abrir aquelas;legitima;SUBSTITUIR POR JUSTIFICATIVA HUMANA ESPECÍFICA
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;cadencia.anáfora (frases coladas, mesmo início);;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
dan-brown-aprovado-02;dan-brown;calibracao;aprovada;samples/dan-brown/aprovado-02.md;35f506e057fc20f41fcffd23c78d3828af3d602de78a86e0b3d06a10685c010f;atestacao;cadencia.epigrama antitético;;;validado;SUBSTITUIR POR ATESTAÇÃO HUMANA DE REVISÃO INTEGRAL DESTE SINAL
